var,date,value,table,type
Total risk weighted assets ($m),2008-09-30,1406645.4,Tab 1g,All ADIs
Total risk weighted assets ($m),2008-12-31,1454889.6,Tab 1g,All ADIs
Total risk weighted assets ($m),2009-03-31,1440528.7,Tab 1g,All ADIs
Total risk weighted assets ($m),2009-06-30,1424763.6,Tab 1g,All ADIs
Total risk weighted assets ($m),2009-09-30,1416888.8,Tab 1g,All ADIs
Total risk weighted assets ($m),2009-12-31,1425822,Tab 1g,All ADIs
Total risk weighted assets ($m),2010-03-31,1419645.8,Tab 1g,All ADIs
Total risk weighted assets ($m),2010-06-30,1436646.3,Tab 1g,All ADIs
Total risk weighted assets ($m),2010-09-30,1413405,Tab 1g,All ADIs
Total risk weighted assets ($m),2010-12-31,1421863.1,Tab 1g,All ADIs
Total risk weighted assets ($m),2011-03-31,1423994.6,Tab 1g,All ADIs
Total risk weighted assets ($m),2011-06-30,1417849.2,Tab 1g,All ADIs
Total risk weighted assets ($m),2011-09-30,1448316.5,Tab 1g,All ADIs
Total risk weighted assets ($m),2011-12-31,1452817.5,Tab 1g,All ADIs
Total risk weighted assets ($m),2012-03-31,1478426.4,Tab 1g,All ADIs
Total risk weighted assets ($m),2012-06-30,1482978.3,Tab 1g,All ADIs
Total risk weighted assets ($m),2012-09-30,1487597.5,Tab 1g,All ADIs
Total risk weighted assets ($m),2012-12-31,1496170.9,Tab 1g,All ADIs
Total risk weighted assets ($m),2013-03-31,1561995.8,Tab 1g,All ADIs
Total risk weighted assets ($m),2013-06-30,1611559.2,Tab 1g,All ADIs
Total risk weighted assets ($m),2013-09-30,1611900.5,Tab 1g,All ADIs
Total risk weighted assets ($m),2013-12-31,1660760.7,Tab 1g,All ADIs
Total risk weighted assets ($m),2014-03-31,1666976,Tab 1g,All ADIs
Total risk weighted assets ($m),2014-06-30,1675262.5,Tab 1g,All ADIs
Total risk weighted assets ($m),2014-09-30,1701836.1,Tab 1g,All ADIs
Total risk weighted assets ($m),2014-12-31,1752447.6,Tab 1g,All ADIs
Total risk weighted assets ($m),2015-03-31,1802736,Tab 1g,All ADIs
Total risk weighted assets ($m),2015-06-30,1812737.1,Tab 1g,All ADIs
Total risk weighted assets ($m),2015-09-30,1858890.1,Tab 1g,All ADIs
Total risk weighted assets ($m),2015-12-31,1873034.5,Tab 1g,All ADIs
Total risk weighted assets ($m),2016-03-31,1828592.4,Tab 1g,All ADIs
Total risk weighted assets ($m),2016-06-30,1843882.4,Tab 1g,All ADIs
Total risk weighted assets ($m),2016-09-30,1969026.6,Tab 1g,All ADIs
Total risk weighted assets ($m),2016-12-31,1981052.5,Tab 1g,All ADIs
Total risk weighted assets ($m),2017-03-31,1935442.3,Tab 1g,All ADIs
Total risk weighted assets ($m),2017-06-30,1965427.8,Tab 1g,All ADIs
Total risk weighted assets ($m),2017-09-30,1950860.5,Tab 1g,All ADIs
Total risk weighted assets ($m),2017-12-31,1960852.8,Tab 1g,All ADIs
Total risk weighted assets ($m),2018-03-31,1989363.9,Tab 1g,All ADIs
Total risk weighted assets ($m),2018-06-30,2013179.5,Tab 1g,All ADIs
Total risk weighted assets ($m),2018-09-30,2018559.7,Tab 1g,All ADIs
Total risk weighted assets ($m),2018-12-31,2006413.4,Tab 1g,All ADIs
Total risk weighted assets ($m),2019-03-31,2003461.2,Tab 1g,All ADIs
Total risk weighted assets ($m),2019-06-30,2018721.7,Tab 1g,All ADIs
Total risk weighted assets ($m),2019-09-30,2078639.1,Tab 1g,All ADIs
Total risk weighted assets ($m),2019-12-31,2089576.1,Tab 1g,All ADIs
Total risk weighted assets ($m),2020-03-31,2161925,Tab 1g,All ADIs
Total risk weighted assets ($m),2020-06-30,2130345.3,Tab 1g,All ADIs
Total risk weighted assets ($m),2020-09-30,2106827.1,Tab 1g,All ADIs
Total risk weighted assets ($m),2020-12-31,2100637.5,Tab 1g,All ADIs
Total risk weighted assets ($m),2021-03-31,2073982.9,Tab 1g,All ADIs
Total risk weighted assets ($m),2021-06-30,2105953.9,Tab 1g,All ADIs
Total risk weighted assets ($m),2021-09-30,2133003.3,Tab 1g,All ADIs
Total risk weighted assets ($m),2021-12-31,2191342.9,Tab 1g,All ADIs
Total risk weighted assets ($m),2022-03-31,2248174.7,Tab 1g,All ADIs
Total risk weighted assets ($m),2022-06-30,2304307.1,Tab 1g,All ADIs
Total risk weighted assets ($m),2022-09-30,2318814.4,Tab 1g,All ADIs
Total risk weighted assets ($m),2022-12-31,2338823.2,Tab 1g,All ADIs
Total risk weighted assets ($m),2023-03-31,2189553.4,Tab 1g,All ADIs
Total risk weighted assets ($m),2023-06-30,2198111.6,Tab 1g,All ADIs
Total risk weighted assets ($m),2023-09-30,2196316.5,Tab 1g,All ADIs
Total risk weighted assets ($m),2023-12-31,2176491.5,Tab 1g,All ADIs
Total risk weighted assets ($m),2024-03-31,2192938.6,Tab 1g,All ADIs
Total risk weighted assets ($m),2024-06-30,2199812.8,Tab 1g,All ADIs
Total risk weighted assets ($m),2024-09-30,2162967.7,Tab 1g,All ADIs
Total risk weighted assets ($m),2024-12-31,2238005.1,Tab 1g,All ADIs
Total risk weighted assets ($m),2025-03-31,2236328.4,Tab 1g,All ADIs
Total capital ratio,2004-09-30,0.107,Tab 1g,All ADIs
Total capital ratio,2004-12-31,0.106,Tab 1g,All ADIs
Total capital ratio,2005-03-31,0.11,Tab 1g,All ADIs
Total capital ratio,2005-06-30,0.107,Tab 1g,All ADIs
Total capital ratio,2005-09-30,0.106,Tab 1g,All ADIs
Total capital ratio,2005-12-31,0.105,Tab 1g,All ADIs
Total capital ratio,2006-03-31,0.106,Tab 1g,All ADIs
Total capital ratio,2006-06-30,0.106,Tab 1g,All ADIs
Total capital ratio,2006-09-30,0.107,Tab 1g,All ADIs
Total capital ratio,2006-12-31,0.105,Tab 1g,All ADIs
Total capital ratio,2007-03-31,0.105,Tab 1g,All ADIs
Total capital ratio,2007-06-30,0.105,Tab 1g,All ADIs
Total capital ratio,2007-09-30,0.104,Tab 1g,All ADIs
Total capital ratio,2007-12-31,0.103,Tab 1g,All ADIs
Total capital ratio,2008-03-31,0.106,Tab 1g,All ADIs
Total capital ratio,2008-06-30,0.107,Tab 1g,All ADIs
Total capital ratio,2008-09-30,0.11,Tab 1g,All ADIs
Total capital ratio,2008-12-31,0.115,Tab 1g,All ADIs
Total capital ratio,2009-03-31,0.115,Tab 1g,All ADIs
Total capital ratio,2009-06-30,0.113,Tab 1g,All ADIs
Total capital ratio,2009-09-30,0.118,Tab 1g,All ADIs
Total capital ratio,2009-12-31,0.121,Tab 1g,All ADIs
Total capital ratio,2010-03-31,0.119,Tab 1g,All ADIs
Total capital ratio,2010-06-30,0.118,Tab 1g,All ADIs
Total capital ratio,2010-09-30,0.119,Tab 1g,All ADIs
Total capital ratio,2010-12-31,0.117,Tab 1g,All ADIs
Total capital ratio,2011-03-31,0.118,Tab 1g,All ADIs
Total capital ratio,2011-06-30,0.119,Tab 1g,All ADIs
Total capital ratio,2011-09-30,0.119,Tab 1g,All ADIs
Total capital ratio,2011-12-31,0.119,Tab 1g,All ADIs
Total capital ratio,2012-03-31,0.119,Tab 1g,All ADIs
Total capital ratio,2012-06-30,0.119,Tab 1g,All ADIs
Total capital ratio,2012-09-30,0.121,Tab 1g,All ADIs
Total capital ratio,2012-12-31,0.122,Tab 1g,All ADIs
Total capital ratio,2013-03-31,0.121,Tab 1g,All ADIs
Total capital ratio,2013-06-30,0.118,Tab 1g,All ADIs
Total capital ratio,2013-09-30,0.121,Tab 1g,All ADIs
Total capital ratio,2013-12-31,0.119,Tab 1g,All ADIs
Total capital ratio,2014-03-31,0.122,Tab 1g,All ADIs
Total capital ratio,2014-06-30,0.123,Tab 1g,All ADIs
Total capital ratio,2014-09-30,0.124,Tab 1g,All ADIs
Total capital ratio,2014-12-31,0.125,Tab 1g,All ADIs
Total capital ratio,2015-03-31,0.127,Tab 1g,All ADIs
Total capital ratio,2015-06-30,0.131,Tab 1g,All ADIs
Total capital ratio,2015-09-30,0.137,Tab 1g,All ADIs
Total capital ratio,2015-12-31,0.139,Tab 1g,All ADIs
Total capital ratio,2016-03-31,0.138,Tab 1g,All ADIs
Total capital ratio,2016-06-30,0.141,Tab 1g,All ADIs
Total capital ratio,2016-09-30,0.137,Tab 1g,All ADIs
Total capital ratio,2016-12-31,0.138,Tab 1g,All ADIs
Total capital ratio,2017-03-31,0.144,Tab 1g,All ADIs
Total capital ratio,2017-06-30,0.142,Tab 1g,All ADIs
Total capital ratio,2017-09-30,0.146,Tab 1g,All ADIs
Total capital ratio,2017-12-31,0.147,Tab 1g,All ADIs
Total capital ratio,2018-03-31,0.148,Tab 1g,All ADIs
Total capital ratio,2018-06-30,0.146,Tab 1g,All ADIs
Total capital ratio,2018-09-30,0.148,Tab 1g,All ADIs
Total capital ratio,2018-12-31,0.149,Tab 1g,All ADIs
Total capital ratio,2019-03-31,0.149,Tab 1g,All ADIs
Total capital ratio,2019-06-30,0.15,Tab 1g,All ADIs
Total capital ratio,2019-09-30,0.154,Tab 1g,All ADIs
Total capital ratio,2019-12-31,0.157,Tab 1g,All ADIs
Total capital ratio,2020-03-31,0.157,Tab 1g,All ADIs
Total capital ratio,2020-06-30,0.163,Tab 1g,All ADIs
Total capital ratio,2020-09-30,0.169,Tab 1g,All ADIs
Total capital ratio,2020-12-31,0.176,Tab 1g,All ADIs
Total capital ratio,2021-03-31,0.182,Tab 1g,All ADIs
Total capital ratio,2021-06-30,0.184,Tab 1g,All ADIs
Total capital ratio,2021-09-30,0.185,Tab 1g,All ADIs
Total capital ratio,2021-12-31,0.179,Tab 1g,All ADIs
Total capital ratio,2022-03-31,0.172,Tab 1g,All ADIs
Total capital ratio,2022-06-30,0.169,Tab 1g,All ADIs
Total capital ratio,2022-09-30,0.177,Tab 1g,All ADIs
Total capital ratio,2022-12-31,0.177,Tab 1g,All ADIs
Total capital ratio,2023-03-31,0.196,Tab 1g,All ADIs
Total capital ratio,2023-06-30,0.197,Tab 1g,All ADIs
Total capital ratio,2023-09-30,0.198,Tab 1g,All ADIs
Total capital ratio,2023-12-31,0.2,Tab 1g,All ADIs
Total capital ratio,2024-03-31,0.205,Tab 1g,All ADIs
Total capital ratio,2024-06-30,0.204,Tab 1g,All ADIs
Total capital ratio,2024-09-30,0.202,Tab 1g,All ADIs
Total capital ratio,2024-12-31,0.201,Tab 1g,All ADIs
Total capital ratio,2025-03-31,0.204,Tab 1g,All ADIs
Total impaired facilities ($m),2004-09-30,5113.2,Tab 1g,All ADIs
Total impaired facilities ($m),2004-12-31,4145.8,Tab 1g,All ADIs
Total impaired facilities ($m),2005-03-31,4045.3,Tab 1g,All ADIs
Total impaired facilities ($m),2005-06-30,4030.3,Tab 1g,All ADIs
Total impaired facilities ($m),2005-09-30,3685.2,Tab 1g,All ADIs
Total impaired facilities ($m),2005-12-31,3587.4,Tab 1g,All ADIs
Total impaired facilities ($m),2006-03-31,3610,Tab 1g,All ADIs
Total impaired facilities ($m),2006-06-30,3422.5,Tab 1g,All ADIs
Total impaired facilities ($m),2006-09-30,3385.5,Tab 1g,All ADIs
Total impaired facilities ($m),2006-12-31,3731.5,Tab 1g,All ADIs
Total impaired facilities ($m),2007-03-31,3806.8,Tab 1g,All ADIs
Total impaired facilities ($m),2007-06-30,4120.6,Tab 1g,All ADIs
Total impaired facilities ($m),2007-09-30,4289.3,Tab 1g,All ADIs
Total impaired facilities ($m),2007-12-31,4414,Tab 1g,All ADIs
Total impaired facilities ($m),2008-03-31,8338.9,Tab 1g,All ADIs
Total impaired facilities ($m),2008-06-30,8817.1,Tab 1g,All ADIs
Total impaired facilities ($m),2008-09-30,13322.8,Tab 1g,All ADIs
Total impaired facilities ($m),2008-12-31,20941.1,Tab 1g,All ADIs
Total impaired facilities ($m),2009-03-31,24990.6,Tab 1g,All ADIs
Total impaired facilities ($m),2009-06-30,29214,Tab 1g,All ADIs
Total impaired facilities ($m),2009-09-30,29102.9,Tab 1g,All ADIs
Total impaired facilities ($m),2009-12-31,31019.6,Tab 1g,All ADIs
Total impaired facilities ($m),2010-03-31,32743.2,Tab 1g,All ADIs
Total impaired facilities ($m),2010-06-30,33056.6,Tab 1g,All ADIs
Total impaired facilities ($m),2010-09-30,32386.4,Tab 1g,All ADIs
Total impaired facilities ($m),2010-12-31,31301.1,Tab 1g,All ADIs
Total impaired facilities ($m),2011-03-31,30083.9,Tab 1g,All ADIs
Total impaired facilities ($m),2011-06-30,30208.3,Tab 1g,All ADIs
Total impaired facilities ($m),2011-09-30,30466.6,Tab 1g,All ADIs
Total impaired facilities ($m),2011-12-31,30295,Tab 1g,All ADIs
Total impaired facilities ($m),2012-03-31,29260.4,Tab 1g,All ADIs
Total impaired facilities ($m),2012-06-30,28660.1,Tab 1g,All ADIs
Total impaired facilities ($m),2012-09-30,29184.7,Tab 1g,All ADIs
Total impaired facilities ($m),2012-12-31,26671.6,Tab 1g,All ADIs
Total impaired facilities ($m),2013-03-31,26396.4,Tab 1g,All ADIs
Total impaired facilities ($m),2013-06-30,25772.4,Tab 1g,All ADIs
Total impaired facilities ($m),2013-09-30,24687.3,Tab 1g,All ADIs
Total impaired facilities ($m),2013-12-31,22366.9,Tab 1g,All ADIs
Total impaired facilities ($m),2014-03-31,21657.2,Tab 1g,All ADIs
Total impaired facilities ($m),2014-06-30,19874.1,Tab 1g,All ADIs
Total impaired facilities ($m),2014-09-30,17513,Tab 1g,All ADIs
Total impaired facilities ($m),2014-12-31,15895.8,Tab 1g,All ADIs
Total impaired facilities ($m),2015-03-31,15227.9,Tab 1g,All ADIs
Total impaired facilities ($m),2015-06-30,14380.6,Tab 1g,All ADIs
Total impaired facilities ($m),2015-09-30,13751.4,Tab 1g,All ADIs
Total impaired facilities ($m),2015-12-31,13756.3,Tab 1g,All ADIs
Total impaired facilities ($m),2016-03-31,14574.2,Tab 1g,All ADIs
Total impaired facilities ($m),2016-06-30,15010.5,Tab 1g,All ADIs
Total impaired facilities ($m),2016-09-30,15230.7,Tab 1g,All ADIs
Total impaired facilities ($m),2016-12-31,15306.3,Tab 1g,All ADIs
Total impaired facilities ($m),2017-03-31,13479.6,Tab 1g,All ADIs
Total impaired facilities ($m),2017-06-30,13218.5,Tab 1g,All ADIs
Total impaired facilities ($m),2017-09-30,11931.8,Tab 1g,All ADIs
Total impaired facilities ($m),2017-12-31,11767.1,Tab 1g,All ADIs
Total impaired facilities ($m),2018-03-31,11363.9,Tab 1g,All ADIs
Total impaired facilities ($m),2018-06-30,11412.5,Tab 1g,All ADIs
Total impaired facilities ($m),2018-09-30,11631.5,Tab 1g,All ADIs
Total impaired facilities ($m),2018-12-31,11589.8,Tab 1g,All ADIs
Total impaired facilities ($m),2019-03-31,12207.2,Tab 1g,All ADIs
Total impaired facilities ($m),2019-06-30,12389.4,Tab 1g,All ADIs
Total impaired facilities ($m),2019-09-30,12937,Tab 1g,All ADIs
Total impaired facilities ($m),2019-12-31,12637.7,Tab 1g,All ADIs
Total impaired facilities ($m),2020-03-31,14329.8,Tab 1g,All ADIs
Total impaired facilities ($m),2020-06-30,15052.9,Tab 1g,All ADIs
Total impaired facilities ($m),2020-09-30,14562,Tab 1g,All ADIs
Total impaired facilities ($m),2020-12-31,13996.9,Tab 1g,All ADIs
Total impaired facilities ($m),2021-03-31,14078.4,Tab 1g,All ADIs
Total impaired facilities ($m),2021-06-30,14245.1,Tab 1g,All ADIs
Total impaired facilities ($m),2021-09-30,13536.4,Tab 1g,All ADIs
Total impaired facilities ($m),2021-12-31,12773.9,Tab 1g,All ADIs
Total impaired facilities ($m),2022-03-31,NA,Tab 1g,All ADIs
Total impaired facilities ($m),2022-06-30,NA,Tab 1g,All ADIs
Total impaired facilities ($m),2022-09-30,NA,Tab 1g,All ADIs
Total impaired facilities ($m),2022-12-31,NA,Tab 1g,All ADIs
Total impaired facilities ($m),2023-03-31,NA,Tab 1g,All ADIs
Total impaired facilities ($m),2023-06-30,NA,Tab 1g,All ADIs
Total impaired facilities ($m),2023-09-30,NA,Tab 1g,All ADIs
Total impaired facilities ($m),2023-12-31,NA,Tab 1g,All ADIs
Total impaired facilities ($m),2024-03-31,NA,Tab 1g,All ADIs
Total impaired facilities ($m),2024-06-30,NA,Tab 1g,All ADIs
Total impaired facilities ($m),2024-09-30,NA,Tab 1g,All ADIs
Total impaired facilities ($m),2024-12-31,NA,Tab 1g,All ADIs
Total impaired facilities ($m),2025-03-31,NA,Tab 1g,All ADIs
Impaired facilities to loans and advances,2004-09-30,0.005,Tab 1g,All ADIs
Impaired facilities to loans and advances,2004-12-31,0.004,Tab 1g,All ADIs
Impaired facilities to loans and advances,2005-03-31,0.003,Tab 1g,All ADIs
Impaired facilities to loans and advances,2005-06-30,0.003,Tab 1g,All ADIs
Impaired facilities to loans and advances,2005-09-30,0.003,Tab 1g,All ADIs
Impaired facilities to loans and advances,2005-12-31,0.003,Tab 1g,All ADIs
Impaired facilities to loans and advances,2006-03-31,0.003,Tab 1g,All ADIs
Impaired facilities to loans and advances,2006-06-30,0.003,Tab 1g,All ADIs
Impaired facilities to loans and advances,2006-09-30,0.002,Tab 1g,All ADIs
Impaired facilities to loans and advances,2006-12-31,0.003,Tab 1g,All ADIs
Impaired facilities to loans and advances,2007-03-31,0.003,Tab 1g,All ADIs
Impaired facilities to loans and advances,2007-06-30,0.003,Tab 1g,All ADIs
Impaired facilities to loans and advances,2007-09-30,0.003,Tab 1g,All ADIs
Impaired facilities to loans and advances,2007-12-31,0.003,Tab 1g,All ADIs
Impaired facilities to loans and advances,2008-03-31,0.005,Tab 1g,All ADIs
Impaired facilities to loans and advances,2008-06-30,0.005,Tab 1g,All ADIs
Impaired facilities to loans and advances,2008-09-30,0.007,Tab 1g,All ADIs
Impaired facilities to loans and advances,2008-12-31,0.01,Tab 1g,All ADIs
Impaired facilities to loans and advances,2009-03-31,0.012,Tab 1g,All ADIs
Impaired facilities to loans and advances,2009-06-30,0.015,Tab 1g,All ADIs
Impaired facilities to loans and advances,2009-09-30,0.015,Tab 1g,All ADIs
Impaired facilities to loans and advances,2009-12-31,0.015,Tab 1g,All ADIs
Impaired facilities to loans and advances,2010-03-31,0.016,Tab 1g,All ADIs
Impaired facilities to loans and advances,2010-06-30,0.016,Tab 1g,All ADIs
Impaired facilities to loans and advances,2010-09-30,0.016,Tab 1g,All ADIs
Impaired facilities to loans and advances,2010-12-31,0.015,Tab 1g,All ADIs
Impaired facilities to loans and advances,2011-03-31,0.014,Tab 1g,All ADIs
Impaired facilities to loans and advances,2011-06-30,0.014,Tab 1g,All ADIs
Impaired facilities to loans and advances,2011-09-30,0.014,Tab 1g,All ADIs
Impaired facilities to loans and advances,2011-12-31,0.014,Tab 1g,All ADIs
Impaired facilities to loans and advances,2012-03-31,0.013,Tab 1g,All ADIs
Impaired facilities to loans and advances,2012-06-30,0.013,Tab 1g,All ADIs
Impaired facilities to loans and advances,2012-09-30,0.012,Tab 1g,All ADIs
Impaired facilities to loans and advances,2012-12-31,0.011,Tab 1g,All ADIs
Impaired facilities to loans and advances,2013-03-31,0.011,Tab 1g,All ADIs
Impaired facilities to loans and advances,2013-06-30,0.011,Tab 1g,All ADIs
Impaired facilities to loans and advances,2013-09-30,0.01,Tab 1g,All ADIs
Impaired facilities to loans and advances,2013-12-31,0.009,Tab 1g,All ADIs
Impaired facilities to loans and advances,2014-03-31,0.008,Tab 1g,All ADIs
Impaired facilities to loans and advances,2014-06-30,0.008,Tab 1g,All ADIs
Impaired facilities to loans and advances,2014-09-30,0.007,Tab 1g,All ADIs
Impaired facilities to loans and advances,2014-12-31,0.006,Tab 1g,All ADIs
Impaired facilities to loans and advances,2015-03-31,0.005,Tab 1g,All ADIs
Impaired facilities to loans and advances,2015-06-30,0.005,Tab 1g,All ADIs
Impaired facilities to loans and advances,2015-09-30,0.005,Tab 1g,All ADIs
Impaired facilities to loans and advances,2015-12-31,0.005,Tab 1g,All ADIs
Impaired facilities to loans and advances,2016-03-31,0.005,Tab 1g,All ADIs
Impaired facilities to loans and advances,2016-06-30,0.005,Tab 1g,All ADIs
Impaired facilities to loans and advances,2016-09-30,0.005,Tab 1g,All ADIs
Impaired facilities to loans and advances,2016-12-31,0.005,Tab 1g,All ADIs
Impaired facilities to loans and advances,2017-03-31,0.004,Tab 1g,All ADIs
Impaired facilities to loans and advances,2017-06-30,0.004,Tab 1g,All ADIs
Impaired facilities to loans and advances,2017-09-30,0.004,Tab 1g,All ADIs
Impaired facilities to loans and advances,2017-12-31,0.004,Tab 1g,All ADIs
Impaired facilities to loans and advances,2018-03-31,0.004,Tab 1g,All ADIs
Impaired facilities to loans and advances,2018-06-30,0.004,Tab 1g,All ADIs
Impaired facilities to loans and advances,2018-09-30,0.004,Tab 1g,All ADIs
Impaired facilities to loans and advances,2018-12-31,0.003,Tab 1g,All ADIs
Impaired facilities to loans and advances,2019-03-31,0.004,Tab 1g,All ADIs
Impaired facilities to loans and advances,2019-06-30,0.004,Tab 1g,All ADIs
Impaired facilities to loans and advances,2019-09-30,0.004,Tab 1g,All ADIs
Impaired facilities to loans and advances,2019-12-31,0.004,Tab 1g,All ADIs
Impaired facilities to loans and advances,2020-03-31,0.004,Tab 1g,All ADIs
Impaired facilities to loans and advances,2020-06-30,0.004,Tab 1g,All ADIs
Impaired facilities to loans and advances,2020-09-30,0.004,Tab 1g,All ADIs
Impaired facilities to loans and advances,2020-12-31,0.004,Tab 1g,All ADIs
Impaired facilities to loans and advances,2021-03-31,0.004,Tab 1g,All ADIs
Impaired facilities to loans and advances,2021-06-30,0.004,Tab 1g,All ADIs
Impaired facilities to loans and advances,2021-09-30,0.004,Tab 1g,All ADIs
Impaired facilities to loans and advances,2021-12-31,0.003,Tab 1g,All ADIs
Impaired facilities to loans and advances,2022-03-31,NA,Tab 1g,All ADIs
Impaired facilities to loans and advances,2022-06-30,NA,Tab 1g,All ADIs
Impaired facilities to loans and advances,2022-09-30,NA,Tab 1g,All ADIs
Impaired facilities to loans and advances,2022-12-31,NA,Tab 1g,All ADIs
Impaired facilities to loans and advances,2023-03-31,NA,Tab 1g,All ADIs
Impaired facilities to loans and advances,2023-06-30,NA,Tab 1g,All ADIs
Impaired facilities to loans and advances,2023-09-30,NA,Tab 1g,All ADIs
Impaired facilities to loans and advances,2023-12-31,NA,Tab 1g,All ADIs
Impaired facilities to loans and advances,2024-03-31,NA,Tab 1g,All ADIs
Impaired facilities to loans and advances,2024-06-30,NA,Tab 1g,All ADIs
Impaired facilities to loans and advances,2024-09-30,NA,Tab 1g,All ADIs
Impaired facilities to loans and advances,2024-12-31,NA,Tab 1g,All ADIs
Impaired facilities to loans and advances,2025-03-31,NA,Tab 1g,All ADIs
Gross loans and advances ($m),2004-09-30,1115123.8,Tab 1g,All ADIs
Gross loans and advances ($m),2004-12-31,1153634.6,Tab 1g,All ADIs
Gross loans and advances ($m),2005-03-31,1166178.1,Tab 1g,All ADIs
Gross loans and advances ($m),2005-06-30,1198702.3,Tab 1g,All ADIs
Gross loans and advances ($m),2005-09-30,1233051.3,Tab 1g,All ADIs
Gross loans and advances ($m),2005-12-31,1280082.9,Tab 1g,All ADIs
Gross loans and advances ($m),2006-03-31,1311094.1,Tab 1g,All ADIs
Gross loans and advances ($m),2006-06-30,1350941.5,Tab 1g,All ADIs
Gross loans and advances ($m),2006-09-30,1405456.1,Tab 1g,All ADIs
Gross loans and advances ($m),2006-12-31,1462347.7,Tab 1g,All ADIs
Gross loans and advances ($m),2007-03-31,1504870.3,Tab 1g,All ADIs
Gross loans and advances ($m),2007-06-30,1577123.1,Tab 1g,All ADIs
Gross loans and advances ($m),2007-09-30,1628667.2,Tab 1g,All ADIs
Gross loans and advances ($m),2007-12-31,1736070.5,Tab 1g,All ADIs
Gross loans and advances ($m),2008-03-31,1802593.8,Tab 1g,All ADIs
Gross loans and advances ($m),2008-06-30,1858686.8,Tab 1g,All ADIs
Gross loans and advances ($m),2008-09-30,1942827.1,Tab 1g,All ADIs
Gross loans and advances ($m),2008-12-31,1995706.1,Tab 1g,All ADIs
Gross loans and advances ($m),2009-03-31,2018074.9,Tab 1g,All ADIs
Gross loans and advances ($m),2009-06-30,2009331.2,Tab 1g,All ADIs
Gross loans and advances ($m),2009-09-30,2003867.5,Tab 1g,All ADIs
Gross loans and advances ($m),2009-12-31,2018088.1,Tab 1g,All ADIs
Gross loans and advances ($m),2010-03-31,2031541.1,Tab 1g,All ADIs
Gross loans and advances ($m),2010-06-30,2089068,Tab 1g,All ADIs
Gross loans and advances ($m),2010-09-30,2078123.9,Tab 1g,All ADIs
Gross loans and advances ($m),2010-12-31,2110449.1,Tab 1g,All ADIs
Gross loans and advances ($m),2011-03-31,2132770.6,Tab 1g,All ADIs
Gross loans and advances ($m),2011-06-30,2163784.4,Tab 1g,All ADIs
Gross loans and advances ($m),2011-09-30,2210419.6,Tab 1g,All ADIs
Gross loans and advances ($m),2011-12-31,2224888.7,Tab 1g,All ADIs
Gross loans and advances ($m),2012-03-31,2256110.8,Tab 1g,All ADIs
Gross loans and advances ($m),2012-06-30,2289858.5,Tab 1g,All ADIs
Gross loans and advances ($m),2012-09-30,2338995.2,Tab 1g,All ADIs
Gross loans and advances ($m),2012-12-31,2343623.6,Tab 1g,All ADIs
Gross loans and advances ($m),2013-03-31,2372007,Tab 1g,All ADIs
Gross loans and advances ($m),2013-06-30,2436147.5,Tab 1g,All ADIs
Gross loans and advances ($m),2013-09-30,2479086.4,Tab 1g,All ADIs
Gross loans and advances ($m),2013-12-31,2544887.3,Tab 1g,All ADIs
Gross loans and advances ($m),2014-03-31,2585020.7,Tab 1g,All ADIs
Gross loans and advances ($m),2014-06-30,2631267.6,Tab 1g,All ADIs
Gross loans and advances ($m),2014-09-30,2666187.6,Tab 1g,All ADIs
Gross loans and advances ($m),2014-12-31,2740799.1,Tab 1g,All ADIs
Gross loans and advances ($m),2015-03-31,2818099.3,Tab 1g,All ADIs
Gross loans and advances ($m),2015-06-30,2839350.1,Tab 1g,All ADIs
Gross loans and advances ($m),2015-09-30,2903991.9,Tab 1g,All ADIs
Gross loans and advances ($m),2015-12-31,2948068,Tab 1g,All ADIs
Gross loans and advances ($m),2016-03-31,2907352.2,Tab 1g,All ADIs
Gross loans and advances ($m),2016-06-30,2978349.4,Tab 1g,All ADIs
Gross loans and advances ($m),2016-09-30,3009839.9,Tab 1g,All ADIs
Gross loans and advances ($m),2016-12-31,3063926.8,Tab 1g,All ADIs
Gross loans and advances ($m),2017-03-31,3054998.5,Tab 1g,All ADIs
Gross loans and advances ($m),2017-06-30,3119830.4,Tab 1g,All ADIs
Gross loans and advances ($m),2017-09-30,3133473.7,Tab 1g,All ADIs
Gross loans and advances ($m),2017-12-31,3166864.7,Tab 1g,All ADIs
Gross loans and advances ($m),2018-03-31,3216452.9,Tab 1g,All ADIs
Gross loans and advances ($m),2018-06-30,3244334.3,Tab 1g,All ADIs
Gross loans and advances ($m),2018-09-30,3286275.4,Tab 1g,All ADIs
Gross loans and advances ($m),2018-12-31,3330440,Tab 1g,All ADIs
Gross loans and advances ($m),2019-03-31,3352695.6,Tab 1g,All ADIs
Gross loans and advances ($m),2019-06-30,3390222.5,Tab 1g,All ADIs
Gross loans and advances ($m),2019-09-30,3407151.1,Tab 1g,All ADIs
Gross loans and advances ($m),2019-12-31,3439020.2,Tab 1g,All ADIs
Gross loans and advances ($m),2020-03-31,3532917.3,Tab 1g,All ADIs
Gross loans and advances ($m),2020-06-30,3474368.3,Tab 1g,All ADIs
Gross loans and advances ($m),2020-09-30,3430802.1,Tab 1g,All ADIs
Gross loans and advances ($m),2020-12-31,3438123,Tab 1g,All ADIs
Gross loans and advances ($m),2021-03-31,3468126.8,Tab 1g,All ADIs
